latitude,longitude,severity,hour_ist,event_cause,police_station,zone,requires_road_closure,on_corridor,event_type
12.8955737,77.5993711,0.5741009463722399,11,vehicle_breakdown,J.P. Nagar,Unknown,False,1,unplanned
12.92757,77.5832051,0.37092744479495265,1,tree_fall,Jayanagara,Unknown,False,0,unplanned
13.044697,77.5828546,0.586820189274448,11,congestion,Kodigehalli,Unknown,False,1,unplanned
12.9666885,77.6616396,0.04572870662460568,14,pot_holes,Jeevanbheemanagar,Unknown,False,1,unplanned
12.9789228,77.5644032,0.4868832807570978,1,vehicle_breakdown,Magadi Road,Unknown,False,1,unplanned
12.8636494,77.6725849,0.350788643533123,9,accident,Electronic City,Unknown,False,0,unplanned
12.9219483,77.6002467,0.49430283911671924,20,vehicle_breakdown,Mico Layout,Unknown,False,1,unplanned
12.9666597,77.661556,0.20181703470031548,14,pot_holes,Jeevanbheemanagar,Unknown,False,1,unplanned
12.946469,77.6986754,0.25379810725552043,17,construction,HAL Old Airport,Unknown,False,1,planned
12.9936273,77.5844677,0.7770599369085174,1,others,High ground,Unknown,True,1,unplanned
12.9465079,77.6986339,0.5866687697160883,2,vehicle_breakdown,HAL Old Airport,Unknown,False,1,unplanned
13.0467058,77.5036495,0.19921766561514198,23,vehicle_breakdown,Chikkabanavara,Unknown,False,0,unplanned
13.0166142,77.5054464,0.39379179810725556,11,vehicle_breakdown,Peenya,West Zone 1,False,0,unplanned
13.0085677,77.6131497,0.5554384858044165,2,construction,K.G. Halli,Unknown,True,0,planned
13.0309717,77.5364661,0.4397917981072555,1,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
13.0262806,77.5442344,0.4743659305993691,1,others,Yeshwanthpura,Unknown,False,1,unplanned
12.9938639,77.5844374,0.6202334384858044,2,tree_fall,High ground,Unknown,False,1,unplanned
12.9188682,77.6687736,0.38210094637223974,2,vehicle_breakdown,Bellandur,Unknown,False,1,unplanned
12.9546127,77.6423399,0.5657728706624606,2,congestion,Jeevanbheemanagar,Unknown,False,1,unplanned
12.936133,77.5187044,0.4979369085173502,2,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
12.9694079,77.7006346,0.6112492113564669,2,construction,HAL Old Airport,Unknown,False,1,planned
12.9849833,77.5883633,0.3958801261829653,3,vehicle_breakdown,High ground,Unknown,False,1,unplanned
13.0127301,77.5545135,0.5749589905362776,2,vehicle_breakdown,Malleshwaram,Unknown,False,1,unplanned
12.9842019,77.7336286,0.13466246056782338,3,road_conditions,Whitefield,Unknown,False,0,unplanned
13.2644465,77.7187627,0.6921955835962146,1,vehicle_breakdown,Devanahalli Airport,Unknown,True,0,unplanned
12.9848257,77.7527586,0.10670031545741325,3,vehicle_breakdown,Mahadevapura,Unknown,False,0,unplanned
12.9932986,77.5837571,0.6200820189274449,2,tree_fall,High ground,Unknown,False,1,unplanned
12.9937523,77.5842482,0.6201324921135647,2,tree_fall,High ground,Unknown,False,1,unplanned
12.9938868,77.5841876,0.6201829652996846,2,tree_fall,High ground,Unknown,False,1,unplanned
12.9368467,77.6928653,0.3061892744479495,4,vehicle_breakdown,HAL Old Airport,Unknown,False,1,unplanned
13.0126766,77.5581246,0.7474132492113564,2,tree_fall,Malleshwaram,Unknown,True,0,unplanned
12.9513113,77.4994888,0.15606309148264985,4,vehicle_breakdown,Jnanabharathi,Unknown,False,0,unplanned
13.0160964,77.5068555,0.22268769716088327,2,vehicle_breakdown,Peenya,Unknown,False,0,unplanned
12.9807501,77.6028238,0.2835268138801262,2,pot_holes,Shivajinagar,Unknown,False,1,unplanned
12.9165983,77.583705,0.34972870662460565,2,tree_fall,J.P. Nagar,Unknown,False,0,unplanned
13.0198619,77.6562235,0.2718170347003155,6,pot_holes,Hennuru,Unknown,False,1,unplanned
13.0191848,77.6555127,0.27721766561514194,6,pot_holes,Hennuru,Unknown,False,1,unplanned
12.9740913,77.5452252,0.3697854889589905,6,vehicle_breakdown,Vijayanagara,Unknown,False,1,unplanned
12.9740971,77.5449011,0.3664542586750788,6,vehicle_breakdown,Vijayanagara,Unknown,False,1,unplanned
12.9688926,77.569795,0.08999369085173503,6,vehicle_breakdown,Chamarajpet,Unknown,False,0,unplanned
12.9838737,77.5286068,0.6322965299684543,5,pot_holes,Kamakshipalya,Unknown,False,1,unplanned
12.9595586,77.5162093,0.39379179810725556,4,others,Byatarayanapura,Unknown,False,0,unplanned
12.9511354,77.5739687,0.3310536277602524,4,vehicle_breakdown,V.V.Puram (C.Pet),Unknown,False,0,unplanned
13.0192138,77.5395595,0.25181072555205053,4,vehicle_breakdown,Rajajinagar,Unknown,False,0,unplanned
12.9161187,77.5856548,0.37592429022082013,2,pot_holes,J.P. Nagar,Unknown,False,0,unplanned
12.9284355,77.6811918,0.8385362776025237,4,vehicle_breakdown,Bellandur,Unknown,True,1,unplanned
13.0753282,77.4370383,0.21723659305993692,0,vehicle_breakdown,No Police Station,Unknown,False,0,unplanned
13.2673624,77.7195893,0.2180946372239748,0,vehicle_breakdown,Devanahalli Airport,Unknown,False,0,unplanned
12.9449039,77.4949618,0.06834069400630916,2,others,Jnanabharathi,Unknown,False,0,unplanned
12.9873133,77.6163481,0.1771608832807571,2,tree_fall,Pulikeshinagar(F.Town),Unknown,False,0,unplanned
12.969418,77.7006526,0.6119558359621452,2,construction,HAL Old Airport,Unknown,False,1,planned
12.9613232,77.5644194,1.0,2,others,Chamarajpet,Unknown,True,1,unplanned
12.959419,77.5165897,0.39379179810725556,2,others,Byatarayanapura,Unknown,False,0,unplanned
12.9431035,77.6220445,0.39379179810725556,2,pot_holes,Adugodi,Unknown,False,0,unplanned
12.8482637,77.6713737,0.15631545741324923,8,vehicle_breakdown,Electronic City,Unknown,False,0,unplanned
12.96672,77.6093294,0.37947634069400626,10,vehicle_breakdown,Ashok Nagar,Unknown,False,1,unplanned
13.0253205,77.6400845,0.4004731861198738,3,vehicle_breakdown,Banaswadi,Unknown,False,1,unplanned
12.8561783,77.6645205,0.04169085173501577,7,vehicle_breakdown,Electronic City,Unknown,False,0,unplanned
12.9641056,77.5825203,0.631589905362776,8,water_logging,Halasuru Gate,Unknown,False,1,unplanned
12.974757,77.5657216,0.47355835962145104,6,vehicle_breakdown,Magadi Road,Unknown,False,1,unplanned
12.9640011,77.5836093,0.5682460567823344,7,vehicle_breakdown,Halasuru Gate,Unknown,False,1,unplanned
12.9480512,77.5343585,0.37382334384858046,9,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
12.9245654,77.6739287,0.44705993690851736,9,vehicle_breakdown,Bellandur,Unknown,False,1,unplanned
13.0078566,77.5920655,0.04638485804416404,3,tree_fall,R.T. Nagar,Unknown,False,0,unplanned
13.0035862,77.5721203,0.40909148264984224,3,tree_fall,Malleshwaram,Unknown,True,0,unplanned
12.9854129,77.5941024,0.2921577287066246,3,others,Cubbon Park,Unknown,False,1,unplanned
12.9272622,77.5806774,0.3844100946372239,3,tree_fall,Jayanagara,Unknown,True,0,unplanned
13.0022504,77.5722138,0.7336340694006309,3,tree_fall,Sadashivanagar,Unknown,True,0,unplanned
12.9586724,77.5629452,1.0,3,tree_fall,Chamarajpet,Unknown,True,1,unplanned
13.0369808,77.5895122,0.5040946372239747,8,vehicle_breakdown,Hebbala,Unknown,False,1,unplanned
12.9169077,77.5737827,0.21890220820189277,8,vehicle_breakdown,Jayanagara,Unknown,False,0,unplanned
12.9047066,77.6016042,0.2838296529968454,3,pot_holes,J.P. Nagar,Unknown,False,1,unplanned
12.9047995,77.6017019,0.27666246056782334,3,pot_holes,J.P. Nagar,Unknown,False,1,unplanned
12.9774707,77.5457303,0.26424605678233437,3,water_logging,Vijayanagara,Unknown,False,1,unplanned
12.904781,77.6015741,0.28120504731861196,3,pot_holes,J.P. Nagar,Unknown,False,1,unplanned
12.9238693,77.5536044,0.4953627760252366,11,vehicle_breakdown,Banashankari,Unknown,False,1,unplanned
12.9585656,77.5932824,0.025135646687697164,12,others,Ashok Nagar,Unknown,False,0,unplanned
12.9601533,77.5633429,0.6463785488958992,3,tree_fall,Chamarajpet,Unknown,False,1,unplanned
12.9578001,77.5631189,0.39379179810725556,3,tree_fall,Chamarajpet,Unknown,False,0,unplanned
12.95836,77.5776317,0.2050220820189275,3,vehicle_breakdown,City Market,Unknown,False,0,unplanned
12.9187567,77.621505,0.6463785488958992,7,pot_holes,Madiwala,South Zone 2,False,1,unplanned
13.0331905,77.5901915,0.6074637223974763,4,construction,Hebbala,Unknown,False,1,unplanned
12.9360494,77.6154975,0.5483470031545742,2,vehicle_breakdown,Adugodi,Unknown,True,0,unplanned
12.9784088,77.6285392,0.28635331230283906,4,water_logging,Halasur,Unknown,False,1,unplanned
12.9873237,77.6037885,0.07303470031545743,4,pot_holes,Shivajinagar,Unknown,False,0,unplanned
13.0190323,77.654465,0.5608264984227129,4,vehicle_breakdown,Banaswadi,Unknown,False,1,unplanned
13.0446713,77.5828869,0.561230283911672,11,congestion,Kodigehalli,Unknown,False,1,unplanned
12.9119892,77.6254956,0.4928391167192429,11,vehicle_breakdown,Madiwala,Unknown,False,1,unplanned
12.9893579,77.5064443,0.5416971608832808,11,vehicle_breakdown,Kamakshipalya,Unknown,False,1,unplanned
13.0152581,77.5639687,0.5575457413249213,1,vehicle_breakdown,Sadashivanagar,Unknown,False,1,unplanned
12.9392829,77.5596125,0.48899053627760247,4,tree_fall,Basavanagudi,Unknown,True,0,unplanned
12.9614398,77.5600867,0.42111671924290217,14,vehicle_breakdown,Chamarajpet,Unknown,False,1,unplanned
12.9194445,77.6215536,0.5190851735015772,13,vehicle_breakdown,Madiwala,Unknown,False,1,unplanned
13.0501731,77.4947759,0.04280126182965299,16,construction,Chikkabanavara,Unknown,False,0,unplanned
12.8400906,77.6764868,0.17554574132492115,21,accident,Electronic City,Unknown,False,0,unplanned
13.042636,77.5147881,0.40809463722397477,0,accident,Chikkabanavara,Unknown,False,1,unplanned
12.9110914,77.6001308,0.4887003154574132,0,vehicle_breakdown,Mico Layout,Unknown,False,1,unplanned
12.9516567,77.500185,0.39379179810725556,14,others,Jnanabharathi,West Zone 1,False,0,unplanned
12.9698017,77.7319617,0.010498422712933756,1,pot_holes,Whitefield,Unknown,False,1,unplanned
13.114305,77.60655,0.4212681388012618,2,vehicle_breakdown,Yelahanka,Unknown,False,1,unplanned
12.9900159,77.5025425,0.4234889589905363,2,vehicle_breakdown,Kamakshipalya,Unknown,False,1,unplanned
13.0424443,77.5147257,0.4065804416403785,0,accident,Chikkabanavara,Unknown,False,1,unplanned
12.9216832,77.6199372,0.7550536277602523,1,vehicle_breakdown,Madiwala,Unknown,True,1,unplanned
13.0467369,77.575502,0.6463785488958992,12,others,Kodigehalli,North Zone 2,False,1,unplanned
13.0427379,77.5892891,0.5527003154574133,2,vehicle_breakdown,Kodigehalli,Unknown,False,1,unplanned
13.0308555,77.5359082,0.5865678233438486,2,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
13.0161873,77.7093516,0.7052681388012618,6,pot_holes,K.R. Pura,Unknown,True,0,unplanned
12.9693576,77.7006406,0.6097854889589907,2,construction,HAL Old Airport,Unknown,False,1,planned
12.9625526,77.5916298,0.1795331230283912,3,vehicle_breakdown,Halasuru Gate,Unknown,False,0,unplanned
12.9893817,77.5927844,0.0574384858044164,4,others,Cubbon Park,Unknown,False,0,unplanned
12.938565,77.6979933,0.3765488958990536,4,water_logging,HAL Old Airport,Unknown,False,1,unplanned
12.9690624,77.5872736,0.7801388012618298,5,vehicle_breakdown,Halasuru Gate,Unknown,True,1,unplanned
12.961311,77.55932,1.0,5,tree_fall,Chamarajpet,Unknown,True,1,unplanned
12.9146696,77.5640607,0.6463785488958992,3,road_conditions,K.S. Layout,Unknown,False,1,unplanned
12.9173038,77.5882958,0.2553438485804416,2,vehicle_breakdown,Jayanagara,Unknown,False,0,unplanned
12.9144686,77.5650362,0.26414511041009464,3,road_conditions,Banashankari,Unknown,False,1,unplanned
12.9144815,77.5650493,0.274794952681388,3,road_conditions,Banashankari,Unknown,False,1,unplanned
12.9113626,77.5999548,0.5331167192429023,0,vehicle_breakdown,Mico Layout,Unknown,False,1,unplanned
12.9353705,77.5182037,0.5232239747634071,2,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
12.9216444,77.5940415,0.4259495268138801,5,tree_fall,Jayanagara,Unknown,True,0,unplanned
12.9246541,77.6497438,0.5309463722397477,3,vehicle_breakdown,HAL Old Airport,Unknown,False,1,unplanned
12.9145147,77.5649877,0.30568454258675076,3,road_conditions,Banashankari,Unknown,False,1,unplanned
12.9145447,77.5650079,0.3045236593059937,3,road_conditions,Banashankari,Unknown,False,1,unplanned
12.9635928,77.6263774,0.20567823343848582,1,vehicle_breakdown,Halasur,Unknown,False,0,unplanned
13.0310785,77.5357035,0.44837223974763407,2,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
12.8700974,77.6533824,0.37977917981072556,5,vehicle_breakdown,Electronic City,Unknown,False,1,unplanned
12.9762232,77.6016656,0.454403785488959,3,construction,Cubbon Park,Unknown,False,1,planned
12.9211317,77.6627683,0.6333059936908518,12,water_logging,Bellandur,Unknown,False,1,unplanned
12.9832059,77.5766759,0.246813880126183,3,vehicle_breakdown,High ground,Unknown,False,0,unplanned
12.9793286,77.5105419,0.15429652996845428,6,others,Jnanabharathi,Unknown,False,0,unplanned
12.94819783,77.53467664,0.3191104100946372,4,others,Byatarayanapura,Unknown,False,1,unplanned
13.022765,77.6014354,0.6888643533123029,5,tree_fall,R.T. Nagar,Unknown,True,0,unplanned
12.9943131,77.617972,0.39379179810725556,4,pot_holes,Pulikeshinagar(F.Town),Unknown,False,1,unplanned
13.0071299,77.5267687,0.32292744479495267,3,vehicle_breakdown,Rajajinagar,Unknown,False,0,unplanned
13.1511992,77.620242,0.3521198738170347,5,construction,Chikkajala,Unknown,False,1,planned
13.0264,77.544019,0.5250914826498423,3,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
13.1212507,77.6179465,0.36643533123028393,3,pot_holes,Yelahanka,North Zone 2,False,0,unplanned
12.9895389,77.5057545,0.2720694006309148,6,pot_holes,Kamakshipalya,Unknown,False,1,unplanned
12.9245044,77.6502426,0.5201451104100947,3,vehicle_breakdown,HAL Old Airport,Unknown,False,1,unplanned
12.9664142,77.5125512,0.05698422712933754,6,vehicle_breakdown,Jnanabharathi,Unknown,False,0,unplanned
12.9758786,77.5643384,0.3396529968454258,6,vehicle_breakdown,Magadi Road,Unknown,False,1,unplanned
12.9641027,77.5700324,0.46048580441640374,6,vehicle_breakdown,Chamarajpet,Unknown,False,1,unplanned
12.9124656,77.5805324,0.36305362776025235,11,tree_fall,J.P. Nagar,Unknown,False,0,unplanned
12.9228317,77.6575101,0.5568895899053629,5,vehicle_breakdown,Bellandur,Unknown,False,1,unplanned
13.0378641,77.5222897,0.41092113564668764,7,vehicle_breakdown,Peenya,Unknown,False,1,unplanned
12.9583476,77.5547336,0.5908580441640379,8,vehicle_breakdown,Chamarajpet,Unknown,False,1,unplanned
12.8895087,77.6408236,0.5095962145110411,5,vehicle_breakdown,HSR Layout,Unknown,False,1,unplanned
12.8895337,77.640687,0.4938485804416404,5,vehicle_breakdown,HSR Layout,Unknown,False,1,unplanned
12.9847423,77.574706,0.30248580441640377,6,vehicle_breakdown,Sheshadripuram,Unknown,False,0,unplanned
13.0229252,77.5099725,0.1925552050473186,7,vehicle_breakdown,Peenya,Unknown,False,0,unplanned
12.8894616,77.6407007,0.4867823343848581,5,vehicle_breakdown,HSR Layout,Unknown,False,1,unplanned
13.0436683,77.6067467,0.328397476340694,8,vehicle_breakdown,Hebbala,Unknown,False,1,unplanned
13.0145688,77.5835164,0.3380378548895899,8,vehicle_breakdown,Sadashivanagar,Unknown,False,1,unplanned
13.0186759,77.5588615,0.35948895899053623,9,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
12.9494883,77.5368741,0.6912050473186121,9,vehicle_breakdown,Byatarayanapura,Unknown,True,1,unplanned
13.0229482,77.601028,0.1696908517350158,9,vehicle_breakdown,R.T. Nagar,Unknown,False,0,unplanned
12.9928917,77.5854867,0.4108706624605678,7,vehicle_breakdown,High ground,Unknown,False,1,unplanned
12.9625233,77.6415686,0.3972933753943217,9,vehicle_breakdown,Jeevanbheemanagar,Unknown,False,1,unplanned
13.0976738,77.5990251,0.4591735015772871,8,vehicle_breakdown,Yelahanka,Unknown,False,1,unplanned
13.1151883,77.6067482,0.5122712933753945,9,vehicle_breakdown,Yelahanka,Unknown,False,1,unplanned
13.07835,77.502205,0.0,10,construction,Chikkabanavara,Unknown,False,0,planned
12.984191,77.5972223,0.28367823343848575,10,road_conditions,Shivajinagar,Unknown,False,1,unplanned
12.97447,77.5492,0.5658233438485805,7,vehicle_breakdown,Magadi Road,Unknown,False,1,unplanned
12.9842204,77.597142,0.27873186119873816,10,road_conditions,Shivajinagar,Unknown,False,1,unplanned
13.0488954,77.4970171,0.1039242902208202,10,vehicle_breakdown,Chikkabanavara,Unknown,False,0,unplanned
12.9891874,77.5070709,0.39921135646687694,9,vehicle_breakdown,Kamakshipalya,Unknown,False,1,unplanned
12.9160564,77.6160829,0.20416403785488962,7,vehicle_breakdown,Mico Layout,Unknown,False,0,unplanned
13.16120295,77.62691818,0.3865425867507887,9,construction,Chikkajala,Unknown,False,1,unplanned
12.9532283,77.538385,0.5717791798107256,7,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
12.9844178,77.5970285,0.6463785488958992,10,road_conditions,Cubbon Park,Unknown,False,1,unplanned
12.8569988,77.5889807,0.4314637223974763,10,others,Hulimavu,Unknown,False,1,unplanned
12.9446407,77.5969852,0.1521261829652997,9,vehicle_breakdown,Wilson Garden,Unknown,False,0,unplanned
13.0407502,77.5174141,0.5587570977917982,8,vehicle_breakdown,Peenya,Unknown,False,1,unplanned
13.0414238,77.545608,0.487186119873817,11,vehicle_breakdown,Jalahalli,Unknown,False,1,unplanned
12.95983785,77.64811735,0.3462145110410094,11,vehicle_breakdown,Jeevanbheemanagar,Unknown,False,1,unplanned
13.0446065,77.5828293,0.5253943217665615,11,congestion,Kodigehalli,Unknown,False,1,unplanned
12.9197329,77.5835635,0.16287697160883283,11,vehicle_breakdown,Jayanagara,Unknown,False,0,unplanned
12.9875849,77.5182251,0.6463785488958992,2,others,Kamakshipalya,Unknown,False,1,unplanned
12.9886918,77.519831,0.4428706624605678,12,vehicle_breakdown,Kamakshipalya,Unknown,False,1,unplanned
12.9595376,77.5557817,0.5389716088328076,9,vehicle_breakdown,Chamarajpet,Unknown,False,1,unplanned
12.993901,77.6190564,0.31591167192429026,11,vehicle_breakdown,Pulikeshinagar(F.Town),Unknown,False,0,unplanned
12.9988047,77.5839954,0.5898990536277603,9,vehicle_breakdown,Sadashivanagar,Unknown,False,1,unplanned
12.8885722,77.640446,0.3086119873817035,12,vehicle_breakdown,Electronic City,Unknown,False,1,unplanned
12.9858066,77.6051199,0.39379179810725556,8,pot_holes,Shivajinagar,Central Zone 2,False,0,unplanned
13.0450698,77.6440587,0.38076971608832805,11,construction,Hennuru,Unknown,False,0,unplanned
12.9541849,77.5435568,0.39330599369085173,12,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
12.9679023,77.5680413,0.34190536277602523,11,others,Chamarajpet,Unknown,False,0,unplanned
12.9895932,77.5723117,0.2873943217665615,13,vehicle_breakdown,Sheshadripuram,Unknown,False,0,unplanned
13.0522674,77.4879449,0.00898422712933754,12,construction,No Police Station,Unknown,False,0,unplanned
13.0446065,77.5828293,0.5253438485804417,11,congestion,Kodigehalli,Unknown,False,1,unplanned
12.8733932,77.6251719,0.009539432176656152,6,pot_holes,Hulimavu,South Zone 1,False,0,unplanned
12.8732959,77.6248843,0.001362776025236593,6,pot_holes,Hulimavu,South Zone 1,False,0,unplanned
12.9013118,77.6322397,0.400776025236593,14,vehicle_breakdown,Madiwala,Unknown,False,1,unplanned
12.972653,77.6185064,0.5622902208201893,14,vehicle_breakdown,Halasur,Unknown,False,1,unplanned
13.0379483,77.6257684,0.3690788643533122,11,others,K.G. Halli,Unknown,False,1,unplanned
12.8980705,77.5460958,0.38233438485804416,4,pot_holes,K.S. Layout,South Zone 1,False,0,unplanned
12.9415222,77.5603107,0.2766435331230284,9,vehicle_breakdown,Basavanagudi,Unknown,False,0,unplanned
12.965034,77.5747048,0.6061577287066245,17,construction,City Market,Unknown,True,1,planned
12.9904041,77.5993848,0.33862460567823344,9,vehicle_breakdown,High ground,Unknown,False,0,unplanned
12.9915317,77.7140583,0.34478233438485806,19,vehicle_breakdown,Mahadevapura,Unknown,False,0,unplanned
12.9450066,77.5274017,0.5065678233438486,20,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
13.114945,77.60684,0.5433123028391168,0,vehicle_breakdown,Yelahanka,Unknown,False,1,unplanned
13.0176948,77.553788,0.3351608832807571,1,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
12.9694199,77.7006686,0.6118044164037856,2,construction,HAL Old Airport,Unknown,False,1,planned
12.8985649,77.5435672,0.3822334384858044,4,pot_holes,K.S. Layout,South Zone 1,False,0,unplanned
12.8893347,77.5379823,0.056731861198738166,1,pot_holes,Thalagattapura,South Zone 1,False,0,unplanned
12.9514566,77.6214627,0.062435331230283914,5,pot_holes,Ashok Nagar,South Zone 2,False,0,unplanned
12.9514586,77.6214633,0.06157728706624606,5,pot_holes,Ashok Nagar,South Zone 2,False,0,unplanned
12.9513718,77.621369,0.028769716088328078,5,pot_holes,Adugodi,South Zone 2,False,0,unplanned
12.9643399,77.5855341,0.33268769716088326,2,vip_movement,Halasuru Gate,Unknown,False,1,planned
12.9800987,77.6655755,0.03361514195583596,5,pot_holes,Banaswadi,Central Zone 1,False,0,unplanned
12.9441328,77.5010682,0.5241198738170347,12,tree_fall,Jnanabharathi,Unknown,True,0,unplanned
12.8785528,77.6720521,0.3689085173501577,12,tree_fall,Electronic City,Unknown,False,0,unplanned
12.9643404,77.5855854,0.38366561514195585,2,vehicle_breakdown,Halasuru Gate,Unknown,False,1,unplanned
12.8785573,77.6719048,0.36885804416403783,12,tree_fall,Electronic City,Unknown,False,0,unplanned
13.044562,77.583011,0.49445425867507886,10,congestion,Kodigehalli,Unknown,False,1,unplanned
13.0317076,77.5355328,0.4429716088328076,4,vehicle_breakdown,Yeshwanthpura,Unknown,False,1,unplanned
13.0451384,77.5070153,0.3546940063091482,2,vehicle_breakdown,Peenya,Unknown,False,1,unplanned
12.9474732,77.5340694,0.36362776025236593,12,vehicle_breakdown,Byatarayanapura,Unknown,False,1,unplanned
12.850847,77.6685139,0.27517981072555203,1,vehicle_breakdown,Electronic City,Unknown,False,0,unplanned
13.0623222,77.459163,0.2139558359621451,2,vehicle_breakdown,No Police Station,Unknown,False,0,unplanned
12.860655,77.4311029,0.35422712933753936,3,construction,Kengeri,Unknown,True,0,planned
13.0355513,77.5265219,0.3044731861198738,13,vehicle_breakdown,Peenya,Unknown,False,1,unplanned
12.92335,77.58296,0.4945425867507886,13,tree_fall,Jayanagara,Unknown,True,0,unplanned
12.9390583,77.6946217,0.32890220820189275,4,vehicle_breakdown,HAL Old Airport,Unknown,False,1,unplanned
12.8509801,77.6601903,0.13799369085173502,13,tree_fall,Electronic City,Unknown,False,0,unplanned
13.0817559,77.5482378,0.37744479495268135,6,pot_holes,Yelahanka,Unknown,True,0,unplanned
12.9891497,77.5077437,0.45008832807570975,6,congestion,Kamakshipalya,Unknown,False,1,unplanned
13.0145576,77.5696436,0.4688517350157728,6,others,Sadashivanagar,Unknown,True,0,unplanned
12.9232313,77.5904837,0.46769085173501573,14,tree_fall,Jayanagara,Unknown,True,0,unplanned
13.0357481,77.6283566,0.5676908517350158,4,vehicle_breakdown,Hennuru,Unknown,False,1,unplanned
12.8196613,77.6877212,0.30026498422712933,4,vehicle_breakdown,Electronic City,Unknown,False,0,unplanned
12.9697862,77.7499252,0.36249842271293375,9,road_conditions,Whitefield,Unknown,False,0,unplanned
12.9228111,77.7365506,0.1590410094637224,9,others,Whitefield,Unknown,False,0,unplanned
12.971535,77.5941929,0.5857097791798107,10,vehicle_breakdown,Cubbon Park,Unknown,False,1,unplanned
12.96652735,77.60810502,0.39300315457413243,14,vehicle_breakdown,Ashok Nagar,Unknown,False,1,unplanned
12.926187,77.6772301,0.3145173501577287,10,vehicle_breakdown,Bellandur,Unknown,False,1,unplanned
13.0077773,77.5838076,0.5555772870662461,14,vehicle_breakdown,Sadashivanagar,Unknown,False,1,unplanned
